Organism,Group,type,name,shp,sa,la,wi,SJR2 site,SJR2 FC-1,SJR2 T24-1,SJR2 FC-2,SJR2 T24-2,SJR2 FC-3,SJR2 T24-3,SJR2 IC-1,SJR2 IC-2,SJR2 IC-3,YBP1 site,YBP1 FC-1,YBP1 T24-1,YBP1 FC-2,YBP1 T24-2,YBP1 FC-3,YBP1 T24-3,YBP1 IC-1,YBP1 IC-2,YBP1 IC-3,LSZ2 site,LSZ2 FC-1,LSZ2 T24-1,LSZ2 FC-2,LSZ2 T24-2,LSZ2 FC-3,LSZ2 T24-3,LSZ2 IC-1,LSZ2 IC-2,LSZ2 IC-3,WLD2 site,WLD2 FC-1,WLD2 T24-1,WLD2 FC-2,WLD2 T24-2,WLD2 FC-3,WLD2 T24-3,WLD2 IC-1,WLD2 IC-2,WLD2 IC-3,SJR1-site,SJR1 FC-1,SJR1 T24-1,SJR1 FC-2,SJR1 T24-2,SJR1 FC-3,SJR1 T24-3,SJR1 IC-1,SJR1 IC-2,SJR1 IC-3,YBP2 site,YBP2 FC-1,YBP2-T24-1,YBP2 FC-2,YBP2 T24-2,YBP2 FC-3,YBP2 T24-3,YBP2 IC-1,YBP2 IC-2,YBP2 IC-3
Unidentified C3 ≥ 40µm,unidentified,other,unc3,prosph,16,80,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified C5 ≥ 40µm,unidentified,other,unc5,prosph,32,40,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified C6 ≥ 40µm,unidentified,other,unc6,prosph,32,80,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified C7 ≥ 40µm,unidentified,other,unc7,prosph,40,48,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified C8 ≥ 40µm,unidentified,other,unc8,prosph,40,72,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified D1 < 40µm,unidentified,other,und1,prosph,6,32,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified D2 < 40µm,unidentified,other,und2,prosph,8,16,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified D3 < 40µm,unidentified,other,und3,prosph,8,24,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified D4 < 40µm,unidentified,other,und4,cyl,8,32,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified D5 < 40µm,unidentified,other,und5,prosph,12,32,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified D6 < 40µm,unidentified,other,und6,prosph,16,24,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified D7 < 40µm,unidentified,other,und7,prosph,16,32,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified D8 < 40µm,unidentified,other,und8,prosph,16,40,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified D9 < 40µm,unidentified,other,und9,prosph,16,72,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified D10 < 40µm,unidentified,other,und10,prosph,20,40,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified D11 < 40µm,unidentified,other,und11,prosph,24,32,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified D12 < 40µm,unidentified,other,und12,prosph,24,40,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified D13 < 40µm,unidentified,other,und13,sph,32,32,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified D14 < 40µm,unidentified,other,und14,prosph,32,56,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified Round D,unidentified,round,unrnd,sph,16,16,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified Round E,unidentified,round,unrne,sph,28,28,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified Round F,unidentified,round,unrnf,sph,40,40,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified Round G,unidentified,round,unrng,sph,48,48,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified Round H,unidentified,round,unrnh,sph,56,56,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified Round I,unidentified,round,unrni,sph,64,64,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified Round J,unidentified,round,unrnj,sph,80,80,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.73,1,1,1,1,1,1,0.5,0.78,0.6
Unidentified Round K 17 to 32 µm (0.2-0.4 mu),unidentified,round,unrnk,sph,24.5,24.5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.89,1,0.55,1,0.6,1,1,1,1,0.89,1,1,1,1,1,1,0.5,0.78,0.6
